sample_id,trial_id,timestamp,gaze_x,gaze_y,pupil_left,pupil_right,blink,fixation,saccade,validity
2080,T022,1.183,0.700,0.503,3.61,3.02,1,0,0,0
2081,T022,1.200,0.600,0.582,3.93,3.38,0,1,0,1
2082,T022,1.217,0.527,0.565,3.12,3.49,0,1,0,1
2083,T022,1.233,0.503,0.429,3.20,3.48,0,1,0,1
2084,T022,1.250,0.581,0.601,3.09,3.29,0,1,0,1
2085,T022,1.267,0.668,0.469,3.53,3.09,0,1,0,1
2086,T022,1.283,0.597,0.539,2.97,3.43,0,1,0,1
2087,T022,1.300,0.373,0.389,3.40,3.07,0,1,0,1
2088,T022,1.317,0.562,0.529,3.45,3.40,0,1,0,1
2089,T022,1.333,0.449,0.589,3.27,3.04,0,0,1,1
2090,T022,1.350,0.471,0.724,3.15,3.19,0,1,0,1
2091,T022,1.367,0.454,0.521,3.65,3.26,0,1,0,1
2092,T022,1.383,0.507,0.432,3.22,3.41,0,1,0,1
2093,T022,1.400,0.463,0.553,3.39,3.59,0,1,0,1
2094,T022,1.417,0.446,0.588,3.17,3.61,0,1,0,1
2095,T022,1.433,0.515,0.473,3.27,3.47,0,1,0,1
2096,T022,1.450,0.395,0.433,3.14,3.24,0,0,1,1
2097,T022,1.467,0.358,0.611,3.08,3.44,0,1,0,1
2098,T022,1.483,0.473,0.579,3.32,3.25,0,1,0,1
2099,T022,1.500,0.596,0.371,3.37,3.08,0,0,1,1
2100,T022,1.517,0.499,0.523,3.03,3.14,0,1,0,1
2101,T022,1.533,0.564,0.389,3.28,3.15,1,0,0,0
2102,T022,1.550,0.494,0.472,3.44,3.45,0,1,0,1
2103,T022,1.567,0.571,0.396,3.59,3.47,0,0,1,1
2104,T022,1.583,0.447,0.414,3.63,3.28,0,1,0,1
2105,T022,1.600,0.666,0.436,3.52,3.23,0,1,0,1
2106,T022,1.617,0.407,0.538,3.29,3.29,0,1,0,1
2107,T022,1.633,0.444,0.617,3.35,3.29,0,0,1,1
2108,T022,1.650,0.465,0.442,3.29,3.41,0,1,0,1
2109,T022,1.667,0.402,0.403,3.25,3.60,0,1,0,1
2110,T022,1.683,0.432,0.470,3.17,3.28,0,0,1,1
2111,T022,1.700,0.389,0.533,3.21,3.27,0,0,1,1
2112,T022,1.717,0.325,0.360,3.24,3.45,0,1,0,1
2113,T022,1.733,0.584,0.461,3.14,2.96,0,1,0,1
2114,T022,1.750,0.445,0.514,3.11,3.41,0,1,0,1
2115,T022,1.767,0.477,0.510,3.10,3.15,0,1,0,1
2116,T022,1.783,0.540,0.558,2.94,3.46,0,1,0,1
2117,T022,1.800,0.420,0.460,3.26,3.08,0,1,0,1
2118,T022,1.817,0.547,0.349,3.07,3.30,0,1,0,1
2119,T022,1.833,0.491,0.467,3.14,3.28,0,1,0,1
2120,T022,1.850,0.512,0.614,3.61,3.58,0,0,1,1
2121,T022,1.867,0.419,0.449,3.61,2.78,0,1,0,1
2122,T022,1.883,0.364,0.549,3.26,3.41,0,1,0,1
2123,T022,1.900,0.446,0.665,3.25,3.14,0,1,0,1
2124,T022,1.917,0.582,0.576,3.02,3.24,0,1,0,1
2125,T022,1.933,0.493,0.509,3.36,3.15,0,0,1,1
2126,T022,1.950,0.644,0.369,3.15,3.52,0,1,0,1
2127,T022,1.967,0.534,0.545,3.30,3.46,0,0,1,1
2128,T022,1.983,0.368,0.512,3.00,3.34,0,0,1,0
2129,T022,2.000,0.513,0.535,3.72,3.33,0,0,1,1
2130,T022,2.017,0.543,0.586,3.21,3.35,0,1,0,1
2131,T022,2.033,0.451,0.485,3.36,3.02,0,0,1,1
2132,T022,2.050,0.630,0.525,3.54,3.51,0,0,1,1
2133,T022,2.067,0.392,0.580,3.23,3.41,0,1,0,1
2134,T022,2.083,0.466,0.404,3.55,3.24,0,1,0,1
2135,T022,2.100,0.583,0.500,3.48,3.42,0,0,1,1
2136,T022,2.117,0.396,0.541,3.44,3.39,0,1,0,1
2137,T022,2.133,0.462,0.470,3.18,3.36,0,1,0,0
2138,T022,2.150,0.385,0.417,3.00,3.40,0,1,0,1
2139,T022,2.167,0.574,0.538,3.11,3.32,0,1,0,1
2140,T022,2.183,0.533,0.555,3.41,3.36,0,1,0,1
2141,T022,2.200,0.505,0.640,3.40,3.59,0,1,0,1
2142,T022,2.217,0.432,0.623,3.58,3.30,0,1,0,1
2143,T022,2.233,0.411,0.657,3.36,3.25,0,0,1,1
2144,T022,2.250,0.449,0.427,3.61,2.85,0,1,0,0
2145,T022,2.267,0.403,0.348,3.03,3.17,0,1,0,1
2146,T022,2.283,0.470,0.540,3.34,3.36,0,1,0,1
2147,T022,2.300,0.413,0.466,3.55,3.31,0,1,0,1
2148,T022,2.317,0.459,0.481,3.26,3.01,0,0,1,1
2149,T022,2.333,0.426,0.542,3.24,3.26,0,1,0,1
2150,T022,2.350,0.573,0.415,3.22,3.35,0,0,1,1
2151,T022,2.367,0.447,0.453,3.27,3.30,0,1,0,1
2152,T022,2.383,0.612,0.563,2.91,3.26,0,0,1,1
2153,T022,2.400,0.514,0.485,3.29,3.16,0,1,0,1
2154,T022,2.417,0.416,0.498,3.14,3.19,0,1,0,1
2155,T022,2.433,0.582,0.413,3.74,3.14,0,1,0,1
2156,T022,2.450,0.529,0.617,3.33,3.41,0,0,1,1
2157,T022,2.467,0.533,0.458,3.15,3.13,0,1,0,1
2158,T022,2.483,0.505,0.688,3.38,3.48,0,1,0,1
2159,T022,2.500,0.494,0.440,3.22,3.32,0,1,0,1
2160,T022,2.517,0.388,0.480,3.44,3.49,0,0,1,1
2161,T022,2.533,0.507,0.395,3.45,3.29,0,1,0,1
2162,T022,2.550,0.689,0.373,3.32,3.31,0,1,0,1
2163,T022,2.567,0.490,0.619,3.39,2.87,0,0,1,1
2164,T022,2.583,0.483,0.520,3.12,3.73,0,1,0,1
2165,T022,2.600,0.460,0.496,3.56,3.47,0,0,1,1
2166,T022,2.617,0.410,0.373,2.92,3.55,0,0,1,1
2167,T022,2.633,0.546,0.534,3.67,3.36,0,1,0,1
2168,T022,2.650,0.491,0.400,3.37,3.37,0,1,0,1
2169,T022,2.667,0.475,0.525,3.26,3.32,1,0,0,0
2170,T022,2.683,0.543,0.502,3.07,3.29,0,0,1,1
2171,T022,2.700,0.321,0.569,3.34,3.01,0,1,0,1
2172,T022,2.717,0.521,0.571,3.26,3.37,0,0,1,1
2173,T022,2.733,0.404,0.474,3.33,3.26,0,1,0,1
2174,T022,2.750,0.339,0.517,3.45,3.19,0,1,0,1
2175,T022,2.767,0.432,0.378,2.95,3.51,0,1,0,1
2176,T022,2.783,0.522,0.501,3.49,3.26,0,0,1,1
2177,T022,2.800,0.343,0.669,3.41,3.47,0,1,0,1
2178,T022,2.817,0.480,0.367,3.62,3.39,0,1,0,1
2179,T022,2.833,0.587,0.448,3.46,3.39,0,1,0,1
2180,T022,2.850,0.629,0.597,3.40,3.27,1,0,0,0
2181,T022,2.867,0.477,0.585,3.62,3.27,0,1,0,1
2182,T022,2.883,0.489,0.645,3.51,3.43,0,1,0,1
2183,T022,2.900,0.471,0.520,3.33,3.62,0,1,0,1
2184,T022,2.917,0.436,0.523,3.08,3.38,1,0,0,0
2185,T022,2.933,0.588,0.539,2.76,3.23,0,1,0,1
2186,T022,2.950,0.351,0.494,3.00,3.23,0,1,0,1
2187,T022,2.967,0.639,0.500,3.06,3.63,0,1,0,1
2188,T022,2.983,0.548,0.551,3.47,3.18,0,1,0,1
2189,T022,3.000,0.669,0.483,3.33,3.33,0,0,1,1
2190,T022,3.017,0.372,0.611,3.61,3.24,0,1,0,1
2191,T022,3.033,0.462,0.473,3.45,3.09,0,0,1,1
2192,T022,3.050,0.525,0.522,3.25,3.38,0,1,0,1
2193,T022,3.067,0.455,0.593,3.30,2.88,0,1,0,1
2194,T022,3.083,0.387,0.557,3.41,3.36,0,1,0,1
2195,T022,3.100,0.511,0.585,3.23,3.30,0,1,0,0
2196,T022,3.117,0.618,0.402,3.04,3.29,0,1,0,1
2197,T022,3.133,0.566,0.393,3.38,3.42,0,0,1,1
2198,T022,3.150,0.521,0.567,3.38,3.20,0,1,0,1
2199,T022,3.167,0.454,0.498,3.45,3.02,0,0,1,1
2200,T022,3.183,0.423,0.392,3.40,3.25,0,1,0,1
2201,T022,3.200,0.580,0.635,3.37,3.42,0,1,0,1
2202,T022,3.217,0.446,0.496,3.45,3.28,0,0,1,1
2203,T022,3.233,0.329,0.527,3.34,3.26,0,1,0,1
2204,T022,3.250,0.570,0.533,3.61,3.16,0,1,0,1
2205,T022,3.267,0.511,0.593,3.55,3.22,0,1,0,1
2206,T022,3.283,0.534,0.474,3.36,3.28,0,1,0,1
2207,T022,3.300,0.493,0.542,2.88,3.38,0,1,0,1
2208,T022,3.317,0.430,0.530,3.59,3.04,0,0,1,1
2209,T022,3.333,0.602,0.447,3.47,3.33,0,1,0,1
2210,T022,3.350,0.623,0.457,3.12,3.38,0,0,1,1
2211,T022,3.367,0.343,0.608,3.37,3.44,0,1,0,1
2212,T022,3.383,0.521,0.619,3.17,3.18,0,1,0,1
2213,T022,3.400,0.479,0.546,3.39,2.88,0,0,1,1
2214,T022,3.417,0.437,0.476,3.44,3.13,0,1,0,1
2215,T022,3.433,0.506,0.616,3.44,3.42,0,1,0,1
2216,T022,3.450,0.546,0.540,3.21,3.12,0,0,1,1
2217,T022,3.467,0.390,0.394,3.29,3.33,0,1,0,1
2218,T022,3.483,0.451,0.461,3.45,3.35,0,1,0,1
2219,T022,3.500,0.487,0.463,3.12,3.48,0,1,0,1
2220,T022,3.517,0.737,0.429,3.41,3.31,0,1,0,1
2221,T022,3.533,0.540,0.392,3.50,3.44,0,1,0,1
2222,T022,3.550,0.433,0.636,3.58,3.26,0,1,0,1
2223,T022,3.567,0.550,0.571,3.22,3.20,0,1,0,1
2224,T022,3.583,0.447,0.389,3.10,3.52,0,1,0,1
2225,T022,3.600,0.509,0.549,3.45,3.33,0,1,0,1
2226,T022,3.617,0.605,0.496,3.38,3.39,0,1,0,1
2227,T022,3.633,0.509,0.417,3.57,3.28,0,1,0,1
2228,T022,3.650,0.574,0.519,2.95,3.19,0,1,0,1
2229,T022,3.667,0.529,0.458,3.20,3.46,0,1,0,1
2230,T023,0.000,0.672,0.537,3.27,3.43,0,1,0,1
2231,T023,0.017,0.622,0.437,3.44,3.39,0,1,0,1
2232,T023,0.033,0.515,0.471,3.61,3.54,0,0,1,1
2233,T023,0.050,0.420,0.542,3.76,3.14,0,1,0,1
2234,T023,0.067,0.503,0.470,3.22,3.15,0,1,0,1
2235,T023,0.083,0.493,0.615,3.50,3.05,0,1,0,1
2236,T023,0.100,0.458,0.460,3.28,3.37,1,0,0,0
2237,T023,0.117,0.550,0.541,3.40,3.41,0,1,0,1
2238,T023,0.133,0.509,0.560,3.04,3.48,0,0,1,1
2239,T023,0.150,0.567,0.625,3.17,3.18,0,1,0,1
2240,T023,0.167,0.579,0.527,3.24,3.26,0,1,0,1
2241,T023,0.183,0.539,0.310,3.51,3.16,0,1,0,1
2242,T023,0.200,0.438,0.480,3.56,2.99,0,1,0,1
2243,T023,0.217,0.373,0.440,3.55,3.29,0,1,0,1
2244,T023,0.233,0.332,0.549,3.13,3.48,0,0,1,1
2245,T023,0.250,0.469,0.451,3.14,3.13,0,1,0,1
2246,T023,0.267,0.520,0.523,3.32,3.36,0,1,0,1
2247,T023,0.283,0.400,0.572,3.21,3.16,0,0,1,1
2248,T023,0.300,0.495,0.561,3.50,3.25,0,1,0,1
2249,T023,0.317,0.274,0.571,2.77,3.50,0,1,0,1
2250,T023,0.333,0.525,0.443,3.11,3.55,0,0,1,1
2251,T023,0.350,0.367,0.498,3.17,3.34,0,0,1,1
2252,T023,0.367,0.547,0.564,3.29,3.21,0,1,0,1
2253,T023,0.383,0.487,0.643,3.43,3.46,0,1,0,1
2254,T023,0.400,0.595,0.562,3.29,3.31,0,1,0,1
2255,T023,0.417,0.564,0.569,3.42,3.11,0,0,1,1
2256,T023,0.433,0.493,0.479,3.16,3.16,0,1,0,1
2257,T023,0.450,0.277,0.371,3.24,3.50,0,1,0,1
2258,T023,0.467,0.522,0.478,3.57,2.92,0,1,0,1
2259,T023,0.483,0.530,0.502,3.44,3.73,0,1,0,1
2260,T023,0.500,0.473,0.579,3.22,3.34,0,1,0,1
2261,T023,0.517,0.476,0.584,3.23,3.24,0,0,1,1
2262,T023,0.533,0.581,0.393,3.47,3.24,0,1,0,1
2263,T023,0.550,0.524,0.431,3.01,3.02,0,1,0,1
2264,T023,0.567,0.653,0.414,3.30,3.40,0,1,0,1
2265,T023,0.583,0.461,0.431,3.46,3.59,0,1,0,1
2266,T023,0.600,0.473,0.477,3.03,3.62,0,1,0,1
2267,T023,0.617,0.444,0.461,3.41,3.31,0,0,1,1
2268,T023,0.633,0.433,0.545,3.37,2.94,0,1,0,1
2269,T023,0.650,0.450,0.499,3.40,3.53,0,1,0,1
2270,T023,0.667,0.514,0.525,3.44,3.13,0,1,0,1
2271,T023,0.683,0.552,0.597,3.14,3.25,0,1,0,1
2272,T023,0.700,0.614,0.619,3.28,2.94,0,1,0,1
2273,T023,0.717,0.626,0.464,3.15,3.51,0,1,0,1
2274,T023,0.733,0.300,0.441,3.48,3.33,0,1,0,1
2275,T023,0.750,0.603,0.499,3.37,3.65,0,1,0,1
2276,T023,0.767,0.570,0.440,3.44,3.70,0,0,1,1
2277,T023,0.783,0.487,0.518,3.12,3.34,0,0,1,0
2278,T023,0.800,0.641,0.544,3.40,3.41,0,0,1,1
2279,T023,0.817,0.442,0.469,3.08,3.28,0,1,0,1
2280,T023,0.833,0.526,0.522,3.14,3.37,0,1,0,1
2281,T023,0.850,0.447,0.720,3.20,3.51,0,0,1,1
2282,T023,0.867,0.427,0.448,3.38,2.89,0,1,0,1
2283,T023,0.883,0.427,0.630,3.38,3.18,0,0,1,1
2284,T023,0.900,0.484,0.490,3.28,3.20,0,1,0,1
2285,T023,0.917,0.523,0.565,3.52,3.53,0,1,0,1
2286,T023,0.933,0.566,0.531,3.49,3.46,0,1,0,1
2287,T023,0.950,0.256,0.572,3.42,3.19,0,1,0,1
2288,T023,0.967,0.633,0.510,3.22,3.23,0,0,1,1
2289,T023,0.983,0.580,0.632,3.51,3.41,0,0,1,1
2290,T023,1.000,0.524,0.586,3.11,3.22,0,1,0,1
2291,T023,1.017,0.605,0.531,3.24,2.96,0,1,0,1
2292,T023,1.033,0.532,0.552,3.00,3.34,0,0,1,1
2293,T023,1.050,0.425,0.584,3.17,3.41,0,1,0,1
2294,T023,1.067,0.477,0.681,3.14,3.14,0,0,1,1
2295,T023,1.083,0.617,0.503,3.19,3.18,0,0,1,1
2296,T023,1.100,0.552,0.441,3.54,3.16,0,1,0,1
2297,T023,1.117,0.546,0.563,3.34,3.62,0,0,1,1
2298,T023,1.133,0.325,0.532,3.63,3.34,0,0,1,1
2299,T023,1.150,0.488,0.383,3.51,3.32,0,1,0,1
2300,T023,1.167,0.717,0.483,3.19,3.39,0,1,0,1
2301,T023,1.183,0.461,0.485,3.31,3.38,0,1,0,1
2302,T023,1.200,0.606,0.527,3.40,2.98,0,0,1,1
2303,T023,1.217,0.601,0.411,3.31,3.57,0,0,1,1
2304,T023,1.233,0.543,0.708,3.30,3.45,0,1,0,1
2305,T023,1.250,0.444,0.413,3.30,3.40,0,0,1,1
2306,T023,1.267,0.463,0.505,3.04,3.48,0,1,0,1
2307,T023,1.283,0.456,0.449,3.15,3.11,0,1,0,1
2308,T023,1.300,0.578,0.621,3.35,3.10,0,1,0,1
2309,T023,1.317,0.519,0.497,3.42,3.14,0,1,0,1
2310,T023,1.333,0.356,0.593,3.40,3.25,0,1,0,1
2311,T023,1.350,0.490,0.467,3.45,3.35,0,0,1,1
2312,T023,1.367,0.454,0.511,3.29,3.24,0,1,0,1
2313,T023,1.383,0.434,0.537,3.32,3.29,0,0,1,1
2314,T023,1.400,0.452,0.497,3.08,3.30,0,1,0,1
2315,T023,1.417,0.435,0.502,3.24,2.98,0,1,0,1
2316,T023,1.433,0.717,0.590,3.26,3.09,0,1,0,1
2317,T023,1.450,0.354,0.435,3.31,3.12,0,0,1,1
2318,T023,1.467,0.497,0.524,3.06,3.16,0,1,0,1
2319,T023,1.483,0.513,0.601,3.23,3.51,0,1,0,1
2320,T023,1.500,0.558,0.594,3.37,2.98,0,1,0,1
2321,T023,1.517,0.570,0.291,3.32,3.32,0,1,0,0
2322,T023,1.533,0.404,0.402,3.41,3.24,0,1,0,1
2323,T023,1.550,0.478,0.529,3.36,3.13,0,0,1,1
2324,T023,1.567,0.566,0.637,3.50,3.03,0,1,0,1
2325,T023,1.583,0.497,0.579,3.25,3.46,0,0,1,1
2326,T023,1.600,0.487,0.558,3.11,3.55,0,0,1,1
2327,T023,1.617,0.467,0.411,3.28,3.29,0,1,0,1
2328,T024,0.000,0.372,0.568,3.38,3.29,0,1,0,1
2329,T024,0.017,0.509,0.516,3.21,3.18,0,1,0,1
2330,T024,0.033,0.518,0.549,2.93,3.23,0,0,1,1
2331,T024,0.050,0.473,0.479,3.21,3.43,0,1,0,1
2332,T024,0.067,0.464,0.431,3.28,3.35,0,1,0,1
2333,T024,0.083,0.601,0.404,2.95,3.34,0,1,0,1
2334,T024,0.100,0.492,0.549,3.19,3.38,0,1,0,1
2335,T024,0.117,0.449,0.477,3.46,3.31,0,0,1,1
2336,T024,0.133,0.467,0.578,3.46,3.19,0,1,0,1
2337,T024,0.150,0.641,0.427,3.45,3.19,0,0,1,1
2338,T024,0.167,0.505,0.494,3.67,3.15,0,1,0,1
2339,T024,0.183,0.676,0.467,3.12,3.28,0,1,0,1
2340,T024,0.200,0.383,0.429,3.30,3.06,0,0,1,1
2341,T024,0.217,0.475,0.738,3.19,3.17,0,1,0,1
2342,T024,0.233,0.711,0.496,3.16,2.93,0,1,0,1
2343,T024,0.250,0.535,0.559,3.24,3.20,0,1,0,1
2344,T024,0.267,0.504,0.550,3.39,3.64,0,1,0,1
2345,T024,0.283,0.497,0.424,3.17,3.15,0,0,1,1
2346,T024,0.300,0.593,0.452,3.37,3.30,0,1,0,1
2347,T024,0.317,0.652,0.483,3.03,3.28,0,1,0,1
2348,T024,0.333,0.465,0.433,2.88,3.48,0,1,0,1
2349,T024,0.350,0.471,0.448,3.30,3.17,0,0,1,1
2350,T024,0.367,0.426,0.457,3.33,3.21,0,1,0,1
2351,T024,0.383,0.413,0.532,3.14,3.46,0,0,1,1
2352,T024,0.400,0.690,0.360,3.51,3.48,0,0,1,1
2353,T024,0.417,0.594,0.480,3.32,3.16,0,1,0,1
2354,T024,0.433,0.331,0.625,3.31,3.45,0,1,0,1
2355,T024,0.450,0.403,0.501,3.41,2.87,0,0,1,1
2356,T024,0.467,0.421,0.417,3.10,3.03,0,0,1,1
2357,T024,0.483,0.408,0.362,3.35,3.46,0,1,0,1
2358,T024,0.500,0.488,0.460,3.25,3.07,0,1,0,1
2359,T024,0.517,0.460,0.562,3.26,3.40,0,0,1,1
2360,T024,0.533,0.564,0.483,3.14,3.22,0,1,0,1
2361,T024,0.550,0.470,0.689,3.08,3.20,0,1,0,1
2362,T024,0.567,0.490,0.541,3.51,3.14,0,1,0,1
2363,T024,0.583,0.523,0.527,3.24,3.23,0,0,1,1
2364,T024,0.600,0.503,0.493,3.30,3.17,0,1,0,1
2365,T024,0.617,0.329,0.603,3.28,3.13,0,1,0,1
2366,T024,0.633,0.376,0.464,3.89,3.35,0,1,0,1
2367,T024,0.650,0.441,0.406,3.21,3.33,0,1,0,1
2368,T024,0.667,0.557,0.495,2.94,3.19,0,0,1,1
2369,T024,0.683,0.491,0.614,3.40,3.61,0,1,0,1
2370,T024,0.700,0.630,0.495,3.53,2.97,0,1,0,1
2371,T024,0.717,0.559,0.620,3.13,3.31,0,1,0,1
2372,T024,0.733,0.428,0.536,3.37,3.25,0,1,0,1
2373,T024,0.750,0.581,0.387,3.47,3.07,0,1,0,1
2374,T024,0.767,0.413,0.378,3.30,2.98,0,0,1,1
2375,T024,0.783,0.460,0.524,3.38,3.24,0,1,0,1
2376,T024,0.800,0.536,0.495,3.31,3.08,0,1,0,1
2377,T024,0.817,0.572,0.471,3.36,3.23,0,0,1,1
2378,T024,0.833,0.568,0.531,3.25,3.07,0,1,0,1
2379,T024,0.850,0.635,0.516,3.21,3.57,0,0,1,1
2380,T024,0.867,0.540,0.594,3.68,3.06,0,1,0,1
2381,T024,0.883,0.497,0.604,3.11,3.35,0,1,0,1
2382,T024,0.900,0.623,0.562,3.40,3.08,0,0,1,1
2383,T024,0.917,0.264,0.519,2.88,3.27,0,1,0,1
2384,T024,0.933,0.618,0.546,3.45,3.30,0,1,0,1
2385,T024,0.950,0.395,0.437,3.36,3.71,0,1,0,1
2386,T024,0.967,0.470,0.570,3.36,3.54,0,1,0,1
2387,T024,0.983,0.518,0.531,2.95,3.24,0,0,1,1
2388,T024,1.000,0.569,0.445,3.05,3.52,0,0,1,1
2389,T024,1.017,0.357,0.583,3.42,3.25,0,1,0,1
2390,T024,1.033,0.593,0.508,3.20,3.19,0,0,1,1
2391,T024,1.050,0.450,0.538,3.28,3.15,0,1,0,1
2392,T024,1.067,0.544,0.470,3.35,3.31,0,1,0,1
2393,T024,1.083,0.598,0.464,2.83,3.38,0,0,1,1
2394,T024,1.100,0.705,0.487,3.34,3.17,0,0,1,1
2395,T024,1.117,0.393,0.585,3.32,3.36,0,1,0,1
2396,T024,1.133,0.476,0.549,3.32,3.36,0,1,0,1
2397,T024,1.150,0.535,0.409,3.15,3.50,0,1,0,1
2398,T024,1.167,0.598,0.528,3.36,3.06,0,1,0,1
2399,T024,1.183,0.452,0.553,3.06,3.44,0,1,0,1
2400,T024,1.200,0.501,0.480,3.36,3.22,0,1,0,1
2401,T024,1.217,0.535,0.402,3.05,3.43,0,1,0,1
2402,T024,1.233,0.544,0.427,3.39,3.11,0,1,0,1
2403,T024,1.250,0.537,0.620,3.36,3.55,0,1,0,1
2404,T024,1.267,0.564,0.451,3.30,3.46,0,0,1,1
2405,T024,1.283,0.660,0.532,3.15,3.12,0,1,0,1
2406,T024,1.300,0.508,0.520,3.45,3.50,0,1,0,1
2407,T024,1.317,0.492,0.465,3.18,3.15,0,0,1,1
2408,T024,1.333,0.454,0.527,3.46,3.39,0,1,0,1
2409,T024,1.350,0.632,0.481,3.86,3.27,0,1,0,1
2410,T024,1.367,0.579,0.573,3.19,3.35,0,1,0,1
2411,T024,1.383,0.415,0.640,3.57,3.31,1,0,0,0
2412,T024,1.400,0.573,0.487,3.46,3.65,0,0,1,1
2413,T024,1.417,0.622,0.487,3.41,3.27,0,1,0,1
2414,T024,1.433,0.525,0.501,3.27,3.36,0,1,0,1
2415,T024,1.450,0.458,0.581,3.21,3.27,0,1,0,1
2416,T024,1.467,0.580,0.582,2.97,3.41,0,1,0,1
2417,T024,1.483,0.469,0.652,3.16,2.95,0,0,1,1
2418,T024,1.500,0.292,0.371,3.25,3.23,0,1,0,1
2419,T024,1.517,0.643,0.580,3.26,2.69,0,1,0,1
2420,T024,1.533,0.420,0.464,3.46,3.17,0,0,1,1
2421,T024,1.550,0.416,0.627,3.58,3.37,0,1,0,1
2422,T024,1.567,0.597,0.479,3.33,3.06,0,0,1,1
2423,T024,1.583,0.553,0.466,3.19,3.45,0,1,0,1
2424,T024,1.600,0.608,0.457,3.17,3.28,0,1,0,1
2425,T024,1.617,0.494,0.518,3.40,3.47,0,1,0,1
2426,T024,1.633,0.667,0.481,3.24,3.30,0,0,1,1
2427,T024,1.650,0.411,0.541,3.08,3.07,0,1,0,1
2428,T024,1.667,0.657,0.565,3.05,3.29,0,0,1,1
2429,T024,1.683,0.215,0.570,3.10,3.43,0,1,0,0
2430,T024,1.700,0.456,0.508,3.44,3.53,0,1,0,1
2431,T024,1.717,0.475,0.338,3.55,3.35,0,1,0,1
2432,T024,1.733,0.458,0.693,3.24,3.42,0,1,0,1
2433,T024,1.750,0.425,0.414,3.41,3.84,0,1,0,1
2434,T024,1.767,0.474,0.570,3.75,3.47,0,1,0,1
2435,T024,1.783,0.439,0.602,3.51,3.30,0,1,0,1
2436,T024,1.800,0.459,0.530,3.22,3.47,0,1,0,1
2437,T024,1.817,0.591,0.593,3.40,3.51,0,1,0,1
2438,T024,1.833,0.473,0.559,3.34,3.49,0,1,0,1
2439,T024,1.850,0.616,0.462,3.08,3.51,0,1,0,1
2440,T024,1.867,0.583,0.572,3.20,3.20,0,1,0,1
2441,T024,1.883,0.383,0.493,3.24,3.46,0,0,1,1
2442,T024,1.900,0.347,0.494,3.59,3.38,0,0,1,1
2443,T024,1.917,0.421,0.430,3.57,3.06,0,1,0,1
2444,T024,1.933,0.433,0.563,3.04,3.35,0,1,0,0
2445,T024,1.950,0.593,0.563,3.57,3.01,0,1,0,1
2446,T024,1.967,0.507,0.406,3.40,3.25,0,0,1,1
2447,T024,1.983,0.599,0.279,2.91,3.32,0,1,0,1
2448,T024,2.000,0.478,0.530,3.22,3.27,0,0,1,1
2449,T024,2.017,0.556,0.502,3.26,3.06,0,1,0,1
2450,T024,2.033,0.441,0.448,3.31,3.21,0,0,1,1
2451,T024,2.050,0.610,0.545,3.64,3.48,0,0,1,1
2452,T024,2.067,0.458,0.552,3.26,3.42,0,1,0,1
2453,T025,0.000,0.491,0.359,3.19,3.27,0,1,0,1
2454,T025,0.017,0.504,0.452,3.28,3.31,0,0,1,1
2455,T025,0.033,0.470,0.517,3.35,3.58,0,1,0,1
2456,T025,0.050,0.513,0.448,3.06,3.17,0,0,1,1
2457,T025,0.067,0.523,0.397,3.26,3.21,0,1,0,1
2458,T025,0.083,0.275,0.422,3.12,3.30,0,0,1,1
2459,T025,0.100,0.346,0.588,3.43,3.61,0,1,0,1
2460,T025,0.117,0.578,0.490,3.24,3.63,0,1,0,1
2461,T025,0.133,0.606,0.395,3.07,3.40,0,1,0,1
2462,T025,0.150,0.399,0.465,3.28,3.20,0,0,1,1
2463,T025,0.167,0.509,0.423,3.48,3.12,0,1,0,1
2464,T025,0.183,0.496,0.656,3.39,3.39,0,1,0,1
2465,T025,0.200,0.372,0.454,3.12,3.34,0,0,1,1
2466,T025,0.217,0.385,0.386,3.37,3.23,0,0,1,1
2467,T025,0.233,0.397,0.421,3.31,3.51,0,1,0,1
2468,T025,0.250,0.404,0.526,3.27,3.29,0,1,0,1
2469,T025,0.267,0.544,0.418,3.12,3.43,0,1,0,1
2470,T025,0.283,0.513,0.549,3.40,3.33,0,1,0,1
2471,T025,0.300,0.477,0.595,3.28,3.42,0,1,0,1
2472,T025,0.317,0.543,0.456,3.36,3.49,0,0,1,1
2473,T025,0.333,0.505,0.393,3.32,3.38,1,0,0,0
2474,T025,0.350,0.583,0.484,3.13,3.11,0,1,0,1
2475,T025,0.367,0.371,0.440,3.54,3.08,0,0,1,1
2476,T025,0.383,0.489,0.500,3.45,3.02,0,1,0,1
2477,T025,0.400,0.579,0.578,3.16,3.39,0,1,0,1
2478,T025,0.417,0.548,0.532,3.39,3.06,0,1,0,1
2479,T025,0.433,0.546,0.599,3.53,3.36,0,1,0,1
2480,T025,0.450,0.412,0.501,3.27,3.24,0,1,0,1
2481,T025,0.467,0.452,0.454,3.15,3.30,0,1,0,1
2482,T025,0.483,0.482,0.590,3.17,3.37,0,1,0,1
2483,T025,0.500,0.518,0.526,3.15,3.34,0,0,1,1
2484,T025,0.517,0.464,0.500,2.95,3.13,0,1,0,1
2485,T025,0.533,0.377,0.525,3.39,3.22,0,1,0,1
2486,T025,0.550,0.567,0.492,3.03,3.26,0,1,0,1
2487,T025,0.567,0.591,0.389,3.41,3.33,0,0,1,1
2488,T025,0.583,0.321,0.500,3.47,3.15,0,1,0,1
2489,T025,0.600,0.526,0.608,3.12,3.33,0,1,0,1
